id;latitude;longitude;track_id;time
146;-10,959267;-37,06930038;2;13.09.2014 13:42
147;-10,96033403;-37,06924749;2;13.09.2014 13:43
148;-10,9616459;-37,069179;2;13.09.2014 13:43
149;-10,96270941;-37,06910438;2;13.09.2014 13:43
150;-10,96397319;-37,06903497;2;13.09.2014 13:43
151;-10,96497853;-37,06897429;2;13.09.2014 13:43
152;-10,9656844;-37,06850669;2;13.09.2014 13:43
153;-10,96592044;-37,06768898;2;13.09.2014 13:43
154;-10,96610809;-37,06688631;2;13.09.2014 13:43
155;-10,96630181;-37,06600845;2;13.09.2014 13:43
156;-10,96646721;-37,06534033;2;13.09.2014 13:43
157;-10,96698213;-37,06499147;2;13.09.2014 13:43
158;-10,96764198;-37,06528425;2;13.09.2014 13:44
159;-10,96814327;-37,06557494;2;13.09.2014 13:44
160;-10,9687186;-37,06599832;2;13.09.2014 13:44
161;-10,96927369;-37,0664603;2;13.09.2014 13:44
162;-10,96945204;-37,06660118;2;13.09.2014 13:44
163;-10,96959754;-37,06671691;2;13.09.2014 13:44
164;-10,96985275;-37,0669367;2;13.09.2014 13:44
165;-10,97016947;-37,0671957;2;13.09.2014 13:44
166;-10,97041451;-37,06739896;2;13.09.2014 13:44
167;-10,97048234;-37,06735379;2;13.09.2014 13:44
168;-10,97032484;-37,06715337;2;13.09.2014 13:44
169;-10,97020309;-37,06704726;2;13.09.2014 13:45
170;-10,97024076;-37,066873;2;13.09.2014 13:45
171;-10,97046391;-37,0665994;2;13.09.2014 13:45
172;-10,97074272;-37,06632107;2;13.09.2014 13:45
173;-10,97105451;-37,06647656;2;13.09.2014 13:45
174;-10,97140669;-37,06677885;2;13.09.2014 13:45
175;-10,97186827;-37,06717748;2;13.09.2014 13:45
176;-10,97201951;-37,06732553;2;13.09.2014 13:45
177;-10,97215358;-37,06744312;2;13.09.2014 13:45
178;-10,9723854;-37,06761853;2;13.09.2014 13:45
179;-10,97258704;-37,06777718;2;13.09.2014 13:45
180;-10,97286671;-37,067999;2;13.09.2014 13:46
181;-10,97318196;-37,06824471;2;13.09.2014 13:46
182;-10,97329008;-37,06835596;2;13.09.2014 13:46
183;-10,97331396;-37,0683913;2;13.09.2014 13:46
184;-10,97331396;-37,0683913;2;13.09.2014 13:46
185;-10,97340625;-37,06848176;2;13.09.2014 13:46
186;-10,97355518;-37,06857843;2;13.09.2014 13:46
187;-10,97388026;-37,06881238;2;13.09.2014 13:46
188;-10,97409123;-37,06894244;2;13.09.2014 13:46
189;-10,97418474;-37,06886148;2;13.09.2014 13:46
190;-10,97428593;-37,0687222;2;13.09.2014 13:46
191;-10,97436295;-37,06863122;2;13.09.2014 13:47
192;-10,97442223;-37,06855982;2;13.09.2014 13:47
193;-10,97447997;-37,06848969;2;13.09.2014 13:47
194;-10,97454607;-37,06841423;2;13.09.2014 13:47
195;-10,97467334;-37,06824215;2;13.09.2014 13:47
196;-10,97479694;-37,06806764;2;13.09.2014 13:47
197;-10,97487819;-37,06798559;2;13.09.2014 13:47
198;-10,97494334;-37,06790972;2;13.09.2014 13:47
199;-10,97494334;-37,06790972;2;13.09.2014 13:47
200;-10,97496155;-37,06788944;2;13.09.2014 13:47
201;-10,97496155;-37,06788944;2;13.09.2014 13:47
202;-10,97496155;-37,06788944;2;13.09.2014 13:48
203;-10,97496155;-37,06788944;2;13.09.2014 13:48
