id;latitude;longitude;track_id;time
126;-10.9467185939207;-37.063088685173;2;13.09.2014 13:41
127;-10.9473015742741;-37.063353116612;2;13.09.2014 13:41
128;-10.9477864438261;-37.0638136913417;2;13.09.2014 13:41
129;-10.9484458652489;-37.0644578543958;2;13.09.2014 13:41
130;-10.9490483216518;-37.065008034858;2;13.09.2014 13:41
131;-10.949794031983;-37.0657111502789;2;13.09.2014 13:41
132;-10.9504375968955;-37.0663287864546;2;13.09.2014 13:41
133;-10.9510185932797;-37.0668716769588;2;13.09.2014 13:41
134;-10.9516480116529;-37.0672498437447;2;13.09.2014 13:41
135;-10.9519461678284;-37.067389942836;2;13.09.2014 13:41
136;-10.9524568519142;-37.0676607668382;2;13.09.2014 13:42
137;-10.9531169222622;-37.0680128866316;2;13.09.2014 13:42
138;-10.9537359657269;-37.068346468491;2;13.09.2014 13:42
139;-10.9542564297289;-37.0686190611861;2;13.09.2014 13:42
140;-10.9545603667325;-37.0687690439177;2;13.09.2014 13:42
141;-10.9551056026228;-37.0690663435052;2;13.09.2014 13:42
142;-10.9557183655362;-37.0693744433104;2;13.09.2014 13:42
143;-10.9564599836807;-37.0695151638546;2;13.09.2014 13:42
144;-10.9572254865313;-37.0694596750529;2;13.09.2014 13:42
145;-10.9582645013042;-37.0693734739662;2;13.09.2014 13:42
146;-10.9592670047711;-37.0693003846027;2;13.09.2014 13:42
147;-10.9603340326289;-37.069247490638;2;13.09.2014 13:43
148;-10.9616459030409;-37.069178997781;2;13.09.2014 13:43
149;-10.9627094050316;-37.0691043829326;2;13.09.2014 13:43
150;-10.9639731912507;-37.0690349745941;2;13.09.2014 13:43
151;-10.9649785320979;-37.0689742900108;2;13.09.2014 13:43
152;-10.9656844000839;-37.06850669225;2;13.09.2014 13:43
153;-10.9659204446714;-37.0676889838326;2;13.09.2014 13:43
154;-10.9661080889898;-37.066886307788;2;13.09.2014 13:43
155;-10.9663018114565;-37.0660084525239;2;13.09.2014 13:43
156;-10.9664672112953;-37.0653403308881;2;13.09.2014 13:43
157;-10.966982125521;-37.0649914667687;2;13.09.2014 13:43
158;-10.9676419823474;-37.0652842497491;2;13.09.2014 13:44
159;-10.9681432651831;-37.0655749420639;2;13.09.2014 13:44
160;-10.9687186048181;-37.0659983158624;2;13.09.2014 13:44
161;-10.9692736851925;-37.0664603048909;2;13.09.2014 13:44
162;-10.9694520433162;-37.0666011802368;2;13.09.2014 13:44
163;-10.9695975369026;-37.0667169062406;2;13.09.2014 13:44
164;-10.9698527543158;-37.0669367021317;2;13.09.2014 13:44
165;-10.970169469204;-37.0671957013014;2;13.09.2014 13:44
166;-10.9704145056795;-37.0673989553389;2;13.09.2014 13:44
167;-10.9704823388452;-37.0673537914919;2;13.09.2014 13:44
168;-10.9703248352321;-37.0671533742236;2;13.09.2014 13:44
169;-10.970203085515;-37.0670472630756;2;13.09.2014 13:45
170;-10.970240757596;-37.0668729979152;2;13.09.2014 13:45
171;-10.9704639124286;-37.0665993955823;2;13.09.2014 13:45
172;-10.9707427246894;-37.0663210749768;2;13.09.2014 13:45
173;-10.9710545051758;-37.0664765576293;2;13.09.2014 13:45
174;-10.9714066851739;-37.0667788492814;2;13.09.2014 13:45
175;-10.971868273977;-37.0671774817216;2;13.09.2014 13:45
176;-10.9720195093279;-37.0673255290329;2;13.09.2014 13:45
177;-10.9721535787811;-37.0674431150355;2;13.09.2014 13:45
178;-10.9723853980217;-37.0676185320368;2;13.09.2014 13:45
179;-10.9725870409604;-37.0677771839722;2;13.09.2014 13:45
180;-10.972866707141;-37.0679989983138;2;13.09.2014 13:46
181;-10.9731819628945;-37.0682447143624;2;13.09.2014 13:46
182;-10.9732900785187;-37.0683559559915;2;13.09.2014 13:46
183;-10.9733139585351;-37.0683913004652;2;13.09.2014 13:46
184;-10.9733139585351;-37.0683913004652;2;13.09.2014 13:46
185;-10.9734062499978;-37.0684817571867;2;13.09.2014 13:46
186;-10.973555178647;-37.0685784298369;2;13.09.2014 13:46
187;-10.9738802641552;-37.0688123792686;2;13.09.2014 13:46
188;-10.9740912270299;-37.0689424370995;2;13.09.2014 13:46
189;-10.9741847406868;-37.0688614803445;2;13.09.2014 13:46
190;-10.9742859284246;-37.0687222043496;2;13.09.2014 13:46
191;-10.97436294802;-37.0686312178265;2;13.09.2014 13:47
192;-10.9744222329266;-37.0685598169878;2;13.09.2014 13:47
193;-10.9744799736882;-37.068489688182;2;13.09.2014 13:47
194;-10.9745460732324;-37.0684142251994;2;13.09.2014 13:47
195;-10.9746733426089;-37.0682421494243;2;13.09.2014 13:47
196;-10.9747969421715;-37.0680676405789;2;13.09.2014 13:47
197;-10.9748781946833;-37.0679855940568;2;13.09.2014 13:47
198;-10.9749433422145;-37.0679097230187;2;13.09.2014 13:47
199;-10.9749433422145;-37.0679097230187;2;13.09.2014 13:47
200;-10.9749615481927;-37.0678894370718;2;13.09.2014 13:47
201;-10.9749615481927;-37.0678894370718;2;13.09.2014 13:47
202;-10.9749615481927;-37.0678894370718;2;13.09.2014 13:48
203;-10.9749615481927;-37.0678894370718;2;13.09.2014 13:48
